,owner,score,last_edit_date,last_activity_date,creation_date,post_type,content_license,link
259,"(27, 'Ben I.')",8,,1495977383,1495977383,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/259
257,"(204, 'ctrl-alt-delor')",3,1495976206.0,1495976206,1495973779,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/257
258,"(204, 'ctrl-alt-delor')",1,,1495975904,1495975904,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/258
250,"(58, 'thesecretmaster')",3,1495970001.0,1495970001,1495968449,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/250
252,"(58, 'thesecretmaster')",2,1495969817.0,1495969817,1495969286,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/252
253,"(150, 'ItamarG3')",5,1495969519.0,1495969519,1495969301,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/253
219,"(204, 'ctrl-alt-delor')",1,1495961278.0,1495961278,1495880605,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/219
217,"(204, 'ctrl-alt-delor')",1,1495961143.0,1495961143,1495880127,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/217
245,"(146, 'Dave Russell')",3,,1495957270,1495957270,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/245
226,"(58, 'thesecretmaster')",4,1495938799.0,1495938799,1495884981,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/226
243,"(57, 'Rory')",8,,1495922190,1495922190,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/243
242,"(76, 'Peter')",3,,1495921115,1495921115,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/242
241,"(76, 'Peter')",2,,1495917734,1495917734,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/241
229,"(118, 'Safirah')",1,1495909729.0,1495909729,1495888700,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/229
236,"(215, 'BrDaHa')",3,,1495907625,1495907625,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/236
216,"(150, 'ItamarG3')",4,1495905483.0,1495905483,1495878555,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/216
230,"(160, 'beroal')",7,1495902579.0,1495902579,1495889540,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/230
221,"(27, 'Ben I.')",3,1495901901.0,1495901901,1495882514,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/221
231,"(216, 'Sasha')",11,1495896165.0,1495896165,1495889883,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/231
233,"(160, 'beroal')",6,,1495895212,1495895212,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/233
227,"(2, 'Aurora0001')",3,,1495886164,1495886164,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/227
223,"(204, 'ctrl-alt-delor')",1,1495883684.0,1495883684,1495883269,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/223
220,"(204, 'ctrl-alt-delor')",2,,1495882103,1495882103,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/220
215,"(2, 'Aurora0001')",34,,1495877576,1495877576,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/215
210,"(128, 'Joat')",2,,1495867663,1495867663,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/210
209,"(76, 'Peter')",3,,1495851074,1495851074,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/209
208,"(111, 'wythagoras')",2,,1495826829,1495826829,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/208
205,"(76, 'Peter')",13,1592469417.0,1495815199,1495815199,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/205
204,"(58, 'thesecretmaster')",6,1495813872.0,1495813872,1495812621,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/204
202,"(65, 'G. Ann - SonarSource Team')",11,,1495807922,1495807922,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/202
200,"(150, 'ItamarG3')",2,1592469417.0,1495797726,1495797726,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/200
349,"(76, 'Peter')",28,1498716723.0,1641578224,1496387229,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/349
305,"(27, 'Ben I.')",6,1616949619.0,1616949619,1496187276,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/305
330,"(76, 'Peter')",6,,1614171380,1496293971,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/330
327,"(27, 'Ben I.')",23,1497192826.0,1579447063,1496282961,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/327
360,"(283, 'Ellen Spertus')",7,,1564596770,1496439607,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/360
302,"(76, 'Peter')",14,1498716695.0,1520192492,1496173417,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/302
307,"(27, 'Ben I.')",11,1500653253.0,1501850607,1496188496,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/307
353,"(51, 'vacip')",5,1498703129.0,1500994379,1496408454,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/353
380,"(283, 'Ellen Spertus')",12,,1500849741,1496508602,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/380
392,"(76, 'Peter')",4,,1500822485,1496538278,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/392
310,"(265, 'Matthew Fahrenbacher')",8,1500655282.0,1500655282,1496204292,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/310
309,"(59, 'hotpaw2')",8,1500494693.0,1500494693,1496196269,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/309
358,"(282, 'nightcod3r')",3,1499542244.0,1499542244,1496436006,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/358
342,"(124, 'Gilles &#39;SO- stop being evil&#39;')",16,1498703255.0,1498836228,1496352230,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/342
347,"(76, 'Peter')",5,1498716674.0,1498716674,1496384369,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/347
375,"(104, 'Gypsy Spellweaver')",7,,1498710450,1496473851,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/375
372,"(27, 'Ben I.')",5,1498703443.0,1498703443,1496457544,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/372
378,"(150, 'ItamarG3')",4,1498076431.0,1498076431,1496481971,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/378
303,"(204, 'ctrl-alt-delor')",3,1497786629.0,1497786629,1496178457,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/303
339,"(30, 'Ryan Nutt')",15,,1497714772,1496348796,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/339
355,"(23, 'Robert Cartaino')",23,1497646158.0,1497646158,1496417945,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/355
376,"(150, 'ItamarG3')",4,1497318585.0,1497438608,1496477419,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/376
340,"(30, 'Ryan Nutt')",7,,1496825320,1496349347,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/340
393,"(283, 'Ellen Spertus')",12,1496762125.0,1496762125,1496539556,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/393
396,"(150, 'ItamarG3')",4,1496645848.0,1496648715,1496558543,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/396
399,"(58, 'thesecretmaster')",1,,1496571941,1496571941,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/399
395,"(313, 'rcpinto')",7,,1496556600,1496556600,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/395
394,"(30, 'Ryan Nutt')",2,,1496539652,1496539652,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/394
391,"(290, 'Shriram Krishnamurthi')",7,,1496536824,1496536824,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/391
390,"(76, 'Peter')",2,,1496535631,1496535631,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/390
385,"(76, 'Peter')",2,,1496518813,1496518813,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/385
384,"(27, 'Ben I.')",2,,1496517204,1496517204,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/384
383,"(76, 'Peter')",2,,1496512682,1496512682,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/383
382,"(150, 'ItamarG3')",2,,1496510701,1496510701,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/382
381,"(76, 'Peter')",2,,1496509957,1496509957,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/381
379,"(283, 'Ellen Spertus')",3,,1496507766,1496507766,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/379
377,"(104, 'Gypsy Spellweaver')",2,,1496481967,1496481967,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/377
374,"(294, 'David White')",11,,1496473506,1496473506,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/374
373,"(294, 'David White')",8,,1496472971,1496472971,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/373
370,"(27, 'Ben I.')",2,1496461290.0,1496461290,1496456410,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/370
371,"(59, 'hotpaw2')",6,1496458310.0,1496458310,1496456952,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/371
369,"(27, 'Ben I.')",1,,1496454460,1496454460,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/369
368,"(290, 'Shriram Krishnamurthi')",3,,1496450611,1496450611,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/368
367,"(290, 'Shriram Krishnamurthi')",5,,1496450441,1496450441,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/367
366,"(290, 'Shriram Krishnamurthi')",9,,1496450290,1496450290,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/366
365,"(290, 'Shriram Krishnamurthi')",3,,1496450033,1496450033,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/365
364,"(290, 'Shriram Krishnamurthi')",1,,1496449756,1496449756,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/364
363,"(290, 'Shriram Krishnamurthi')",3,,1496449559,1496449559,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/363
359,"(283, 'Ellen Spertus')",4,1496446578.0,1496446578,1496439012,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/359
362,"(76, 'Peter')",4,,1496441050,1496441050,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/362
361,"(76, 'Peter')",3,,1496440639,1496440639,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/361
345,"(27, 'Ben I.')",14,1496427436.0,1496427436,1496367572,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/345
354,"(51, 'vacip')",2,,1496409339,1496409339,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/354
352,"(21, 'ncmathsadist')",4,,1496407294,1496407294,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/352
351,"(2, 'Aurora0001')",13,,1496403073,1496403073,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/351
350,"(44, 'Miles')",8,,1496392102,1496392102,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/350
348,"(76, 'Peter')",2,1496391335.0,1496391335,1496386334,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/348
346,"(27, 'Ben I.')",1,,1496368922,1496368922,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/346
344,"(136, 'Kapai')",10,,1496359457,1496359457,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/344
343,"(27, 'Ben I.')",3,1592469417.0,1496352550,1496352550,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/343
341,"(30, 'Ryan Nutt')",5,,1496350022,1496350022,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/341
335,"(27, 'Ben I.')",9,,1496350022,1496324027,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/335
338,"(44, 'Miles')",2,,1496348787,1496348787,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/338
336,"(21, 'ncmathsadist')",3,,1496324417,1496324417,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/336
331,"(150, 'ItamarG3')",2,1496321068.0,1496321068,1496295320,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/331
334,"(237, 'Mike Zamansky')",8,,1496319720,1496319720,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/334
329,"(104, 'Gypsy Spellweaver')",1,,1496293580,1496293580,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/329
328,"(104, 'Gypsy Spellweaver')",25,,1496287202,1496287202,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/328
326,"(104, 'Gypsy Spellweaver')",3,,1496248724,1496248724,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/326
321,"(76, 'Peter')",5,,1496242241,1496242241,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/321
312,"(150, 'ItamarG3')",1,,1496212115,1496212115,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/312
311,"(150, 'ItamarG3')",6,,1496211178,1496211178,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/311
308,"(27, 'Ben I.')",5,,1496189703,1496189703,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/308
306,"(76, 'Peter')",2,,1496188158,1496188158,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/306
304,"(27, 'Ben I.')",2,,1496180058,1496180058,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/304
430,"(150, 'ItamarG3')",22,1498919754.0,1639593574,1496779170,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/430
473,"(554, 'Giovanni Vincenti')",8,1505656999.0,1610422941,1496855197,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/473
437,"(394, 'David A.')",7,1498703805.0,1527515344,1496784193,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/437
494,"(589, 'ProfPlum')",7,1497017327.0,1521134592,1496938369,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/494
410,"(27, 'Ben I.')",7,1496694918.0,1516641604,1496687119,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/410
447,"(58, 'thesecretmaster')",5,1504696404.0,1504696404,1496795910,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/447
451,"(475, 'GermaneDork')",30,1499552518.0,1500587064,1496812269,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/451
474,"(204, 'ctrl-alt-delor')",4,1499971427.0,1499971427,1496857131,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/474
400,"(58, 'thesecretmaster')",14,1498626599.0,1499961585,1496572846,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/400
408,"(27, 'Ben I.')",9,,1499501341,1496671909,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/408
477,"(568, 'Joshua')",5,1498076419.0,1498848804,1496871933,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/477
405,"(104, 'Gypsy Spellweaver')",6,1498513562.0,1498513562,1496623479,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/405
421,"(274, 'Gergely')",5,1497963905.0,1497963905,1496759421,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/421
423,"(283, 'Ellen Spertus')",5,1497489144.0,1497489144,1496762926,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/423
412,"(76, 'Peter')",6,1497318180.0,1497318180,1496706474,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/412
432,"(27, 'Ben I.')",35,1497281000.0,1497281000,1496781683,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/432
469,"(545, 'C Buzzman')",5,1497192809.0,1497207721,1496851437,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/469
493,"(27, 'Ben I.')",3,1497129808.0,1497132264,1496934826,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/493
492,"(391, 'VictorNorman')",7,1497124151.0,1497124151,1496934279,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/492
498,"(76, 'Peter')",6,1497118111.0,1497119273,1496966698,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/498
479,"(150, 'ItamarG3')",3,1496924598.0,1496998102,1496901269,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/479
499,"(104, 'Gypsy Spellweaver')",1,,1496972696,1496972696,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/499
497,"(76, 'Peter')",3,,1496943855,1496943855,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/497
448,"(435, 'kaerimasu')",8,1496941442.0,1496943855,1496796748,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/448
496,"(2, 'Aurora0001')",4,,1496943186,1496943186,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/496
495,"(283, 'Ellen Spertus')",9,,1496940477,1496940477,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/495
489,"(44, 'Miles')",2,,1496920674,1496920674,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/489
484,"(481, 'Moti')",2,,1496908491,1496908491,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/484
478,"(475, 'GermaneDork')",2,,1496896417,1496896417,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/478
476,"(30, 'Ryan Nutt')",2,,1496869192,1496869192,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/476
467,"(65, 'G. Ann - SonarSource Team')",4,1496858058.0,1496858058,1496851052,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/467
472,"(549, 'Jonathan Corley')",5,,1496852660,1496852660,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/472
471,"(548, 'paulMD')",1,,1496851870,1496851870,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/471
466,"(536, 'Lewis Baumstark')",4,,1496845320,1496845320,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/466
465,"(505, 'D. Czechowski')",6,,1496838596,1496838596,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/465
464,"(500, 'J. Anderson')",3,,1496834334,1496834334,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/464
463,"(27, 'Ben I.')",4,,1496831728,1496831728,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/463
462,"(498, 'Paul Meehan')",0,,1496827300,1496827300,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/462
460,"(104, 'Gypsy Spellweaver')",1,,1496825320,1496825320,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/460
455,"(481, 'Moti')",4,,1496814406,1496814406,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/455
454,"(480, 'Phill Conrad')",15,,1496813804,1496813804,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/454
453,"(76, 'Peter')",20,,1496813532,1496813532,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/453
452,"(150, 'ItamarG3')",1,,1496812762,1496812762,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/452
445,"(76, 'Peter')",9,1496811267.0,1496811267,1496788580,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/445
450,"(466, 'Brett Becker')",3,,1496809420,1496809420,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/450
449,"(435, 'kaerimasu')",4,,1496797965,1496797965,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/449
446,"(422, 'Anya J')",5,,1496788617,1496788617,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/446
444,"(104, 'Gypsy Spellweaver')",3,,1496788559,1496788559,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/444
440,"(394, 'David A.')",2,1496786516.0,1496786516,1496784973,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/440
443,"(416, 'Jaye Nias')",2,,1496786310,1496786310,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/443
442,"(387, 'Chris Okasaki')",5,,1496785578,1496785578,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/442
441,"(372, 'Adrir')",4,,1496785553,1496785553,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/441
438,"(387, 'Chris Okasaki')",3,,1496784342,1496784342,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/438
435,"(392, 'Susan Fox')",2,,1496783075,1496783075,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/435
415,"(76, 'Peter')",7,,1496783075,1496721351,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/415
433,"(204, 'ctrl-alt-delor')",1,1496782333.0,1496782333,1496782017,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/433
434,"(374, 'Scott Anderson')",4,,1496782284,1496782284,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/434
